HOG,OG,Gene Tree Parent Clade,Bdistachyon_pep,EM_A_pep,EM_B_pep,TaCS_A_pep_longest,TaCS_B_pep_longest,TaCS_D_pep_longest,barley,emmer,wheat,barley_rates,wheat_rates,emmer_rates,barley/emmer,barley/wheat,emmer/wheat
N1.HOG0004586,OG0001349,n1,,,TRIDC2BG071250.1,"TraesCS2A02G466300, TraesCS2A02G466200","TraesCS2B02G489000, TraesCS2B02G488300, TraesCS2B02G488100, TraesCS2B02G489300, TraesCS2B02G488500, TraesCS2B02G488200, TraesCS2B02G489100",TraesCS2D02G466500,HORVU.MOREX.r2.2HG0161760.1,TRIDC2BG071250.1,"TraesCS2A02G466300, TraesCS2A02G466200, TraesCS2B02G489000, TraesCS2B02G488300, TraesCS2B02G488100, TraesCS2B02G489300, TraesCS2B02G488500, TraesCS2B02G488200, TraesCS2B02G489100, TraesCS2D02G466500",0.736842105263158,0.5481481481481482,0.65,1.1336032388663968,1.3442389758179232,1.1858108108108107
N1.HOG0004605,OG0001357,n0,,"TRIDC3AG015710.1, TRIDC2AG044910.1","TRIDC3BG020670.1, TRIDC2BG047520.1, TRIDC1BG020450.1",TraesCS3A02G127000,"TraesCS3B02G146100, TraesCS3B02G146200, TraesCS2B02G325300","TraesCS3D02G127900, TraesCS1D02G117700","HORVU.MOREX.r2.1HG0036610.1, HORVU.MOREX.r2.1HG0021930.1, HORVU.MOREX.r2.1HG0021920.1, HORVU.MOREX.r2.1HG0021890.1, HORVU.MOREX.r2.1HG0021870.1, HORVU.MOREX.r2.7HG0589350.1","TRIDC3AG015710.1, TRIDC2AG044910.1, TRIDC3BG020670.1, TRIDC2BG047520.1, TRIDC1BG020450.1","TraesCS3A02G127000, TraesCS3B02G146100, TraesCS3B02G146200, TraesCS2B02G325300, TraesCS3D02G127900, TraesCS1D02G117700",0.9473684210526316,0.5333333333333333,0.925,1.0241820768136558,1.7763157894736843,1.734375
N1.HOG0004628,OG0001367,n0,,"TRIDC6AG002540.1, TRIDC6AG002580.1, TRIDC6AG002560.1, TRIDC6AG002390.1, TRIDC1AG008360.1","TRIDC6BG003270.1, TRIDC6BG003490.1, TRIDC6BG003500.1, TRIDC1BG010470.1","TraesCS6A02G020100, TraesCS1A02G061500","TraesCS6B02G029600, TraesCS1B02G079900","TraesCS6D02G025700, TraesCSU02G194300, TraesCS1D02G062300",HORVU.MOREX.r2.6HG0450720.1,"TRIDC6AG002540.1, TRIDC6AG002580.1, TRIDC6AG002560.1, TRIDC6AG002390.1, TRIDC1AG008360.1, TRIDC6BG003270.1, TRIDC6BG003490.1, TRIDC6BG003500.1, TRIDC1BG010470.1","TraesCS6A02G020100, TraesCS1A02G061500, TraesCS6B02G029600, TraesCS1B02G079900, TraesCS6D02G025700, TraesCSU02G194300, TraesCS1D02G062300",0.8421052631578947,0.4666666666666667,0.5928571428571429,1.4204185161699427,1.8045112781954886,1.2704081632653061
N1.HOG0004673,OG0001387,n0,,TRIDC4AG068260.1,"TRIDC2BG013440.1, TRIDC0UG001660.1, TRIDC6BG071180.1","TraesCS2A02G472400, TraesCS4A02G463400, TraesCS4A02G463500","TraesCS2B02G495100, TraesCS5B02G280800, TraesCS2B02G110700, TraesCS1B02G021000, TraesCS6B02G455900","TraesCS1D02G413800, TraesCS5D02G288800, TraesCS2D02G093900, TraesCS1D02G016700",HORVU.MOREX.r2.1HG0002490.1,"TRIDC4AG068260.1, TRIDC2BG013440.1, TRIDC0UG001660.1, TRIDC6BG071180.1","TraesCS2A02G472400, TraesCS4A02G463400, TraesCS4A02G463500, TraesCS2B02G495100, TraesCS5B02G280800, TraesCS2B02G110700, TraesCS1B02G021000, TraesCS6B02G455900, TraesCS1D02G413800, TraesCS5D02G288800, TraesCS2D02G093900, TraesCS1D02G016700",0.9473684210526316,0.5111111111111111,0.7875,1.2030075187969926,1.853546910755149,1.5407608695652175
N1.HOG0004674,OG0001388,n7,,"TRIDC7AG005980.1, TRIDC7AG005960.1",TRIDC7BG040260.1,"TraesCS4A02G432800, TraesCS7A02G057200, TraesCS7A02G056900",,"TraesCS7D02G052200, TraesCS7D02G052000",HORVU.MOREX.r2.7HG0533920.1,"TRIDC7AG005980.1, TRIDC7AG005960.1, TRIDC7BG040260.1","TraesCS4A02G432800, TraesCS7A02G057200, TraesCS7A02G056900, TraesCS7D02G052200, TraesCS7D02G052000",0.9473684210526316,0.5666666666666667,0.625,1.5157894736842106,1.6718266253869971,1.1029411764705883
N1.HOG0004701,OG0001401,n0,,"TRIDC7AG044450.1, TRIDC5AG076380.1, TRIDC2AG015520.1, TRIDC1AG037830.1, TRIDC1AG015780.1, TRIDC2AG004050.1","TRIDC4BG063720.1, TRIDC2BG004640.1","TraesCS5A02G539000, TraesCS5A02G538900, TraesCS5A02G538800, TraesCS5A02G539100, TraesCS1A02G103200",,"TraesCSU02G116200, TraesCSU02G116300, TraesCS1D02G095600",HORVU.MOREX.r2.4HG0347990.1,"TRIDC7AG044450.1, TRIDC5AG076380.1, TRIDC2AG015520.1, TRIDC1AG037830.1, TRIDC1AG015780.1, TRIDC2AG004050.1, TRIDC4BG063720.1, TRIDC2BG004640.1","TraesCS5A02G539000, TraesCS5A02G538900, TraesCS5A02G538800, TraesCS5A02G539100, TraesCS1A02G103200, TraesCSU02G116200, TraesCSU02G116300, TraesCS1D02G095600",0.8421052631578947,0.4666666666666667,0.8333333333333333,1.0105263157894737,1.8045112781954886,1.7857142857142856
N1.HOG0004709,OG0001407,n10,,TRIDC7AG072500.1,"TRIDC7BG068700.1, TRIDC7BG068690.1",TraesCS7A02G516700,"TraesCS7B02G433000, TraesCS7B02G433100",TraesCS7D02G506900,HORVU.MOREX.r2.7HG0617740.1,"TRIDC7AG072500.1, TRIDC7BG068700.1, TRIDC7BG068690.1","TraesCS7A02G516700, TraesCS7B02G433000, TraesCS7B02G433100, TraesCS7D02G506900",0.9473684210526316,0.6666666666666667,0.775,1.2224108658743633,1.4210526315789473,1.1624999999999999
N1.HOG0004715,OG0001412,n1,,TRIDC5AG001360.1,"TRIDC5BG001380.1, TRIDC5BG004730.1",TraesCS5A02G008100,"TraesCS5B02G006900, TraesCS5B02G030100",TraesCS5D02G013600,"HORVU.MOREX.r2.5HG0401570.1, HORVU.MOREX.r2.5HG0401580.1","TRIDC5AG001360.1, TRIDC5BG001380.1, TRIDC5BG004730.1","TraesCS5A02G008100, TraesCS5B02G006900, TraesCS5B02G030100, TraesCS5D02G013600",0.9473684210526316,0.23333333333333328,0.875,1.0827067669172934,4.060150375939851,3.750000000000001
N1.HOG0004753,OG0001431,n8,,"TRIDC7AG078380.1, TRIDC2AG067630.1",TRIDC2BG072790.1,"TraesCS7A02G569800, TraesCS2A02G479000",TraesCS2B02G503400,"TraesCS7D02G542800, TraesCS2D02G478300",HORVU.MOREX.r2.2HG0165250.1,"TRIDC7AG078380.1, TRIDC2AG067630.1, TRIDC2BG072790.1","TraesCS7A02G569800, TraesCS2A02G479000, TraesCS2B02G503400, TraesCS7D02G542800, TraesCS2D02G478300",0.9473684210526316,0.5,0.775,1.2224108658743633,1.8947368421052633,1.55
N1.HOG0004762,OG0001436,n1,,"TRIDC7AG065990.1, TRIDC7AG066010.1","TRIDC7BG059490.1, TRIDC7BG059460.1","TraesCS7A02G472400, TraesCS7A02G472800","TraesCS7B02G373900, TraesCS7B02G373600, TraesCS7B02G374000","TraesCS7D02G459600, TraesCS7D02G459500",HORVU.MOREX.r2.7HG0611400.1,"TRIDC7AG065990.1, TRIDC7AG066010.1, TRIDC7BG059490.1, TRIDC7BG059460.1","TraesCS7A02G472400, TraesCS7A02G472800, TraesCS7B02G373900, TraesCS7B02G373600, TraesCS7B02G374000, TraesCS7D02G459600, TraesCS7D02G459500",0.9473684210526316,0.5,0.8,1.1842105263157894,1.8947368421052633,1.6
N1.HOG0004772,OG0001441,n0,,"TRIDC3AG004820.1, TRIDC3AG004830.1, TRIDC5AG025920.1, TRIDC1AG059460.1","TRIDC3BG005580.1, TRIDC3BG005570.1, TRIDC5BG027070.1, TRIDC1BG068390.1","TraesCS3A02G043000, TraesCS1A02G403400","TraesCS3B02G040400, TraesCS5B02G154200, TraesCS1B02G432900",TraesCS3D02G037600,HORVU.MOREX.r2.4HG0321630.1,"TRIDC3AG004820.1, TRIDC3AG004830.1, TRIDC5AG025920.1, TRIDC1AG059460.1, TRIDC3BG005580.1, TRIDC3BG005570.1, TRIDC5BG027070.1, TRIDC1BG068390.1","TraesCS3A02G043000, TraesCS1A02G403400, TraesCS3B02G040400, TraesCS5B02G154200, TraesCS1B02G432900, TraesCS3D02G037600",0.9473684210526316,0.4,0.825,1.1483253588516749,2.3684210526315788,2.0624999999999996
N1.HOG0004790,OG0001449,n0,,"TRIDC4AG063160.1, TRIDC7AG006880.1",,"TraesCS4A02G148900, TraesCS7A02G310400, TraesCS7A02G445300, TraesCS4A02G425000, TraesCS7A02G064100","TraesCS2B02G028200, TraesCS1B02G153900","TraesCS5D02G395100, TraesCS1D02G164400, TraesCS6D02G211000, TraesCS7D02G553100, TraesCS7D02G058900",HORVU.MOREX.r2.7HG0534880.1,"TRIDC4AG063160.1, TRIDC7AG006880.1","TraesCS4A02G148900, TraesCS7A02G310400, TraesCS7A02G445300, TraesCS4A02G425000, TraesCS7A02G064100, TraesCS2B02G028200, TraesCS1B02G153900, TraesCS5D02G395100, TraesCS1D02G164400, TraesCS6D02G211000, TraesCS7D02G553100, TraesCS7D02G058900",0.9473684210526316,0.6444444444444445,0.75,1.2631578947368423,1.47005444646098,1.1637931034482758
N1.HOG0004850,OG0001479,n0,,TRIDC1AG001840.1,TRIDC1BG002590.1,"TraesCS1A02G017300, TraesCS1A02G017400, TraesCS1A02G016800","TraesCS1B02G021100, TraesCS1B02G021400","TraesCS1D02G014500, TraesCS1D02G017000, TraesCSU02G184900, TraesCSU02G183000, TraesCS1D02G017200",HORVU.MOREX.r2.1HG0002460.1,"TRIDC1AG001840.1, TRIDC1BG002590.1","TraesCS1A02G017300, TraesCS1A02G017400, TraesCS1A02G016800, TraesCS1B02G021100, TraesCS1B02G021400, TraesCS1D02G014500, TraesCS1D02G017000, TraesCSU02G184900, TraesCSU02G183000, TraesCS1D02G017200",0.8421052631578947,0.19999999999999996,0.65,1.2955465587044532,4.210526315789474,3.250000000000001
N1.HOG0005195,OG0001630,n0,,TRIDC7AG076920.1,"TRIDC7BG074240.1, TRIDC5BG002900.1, TRIDC6BG021360.1, TRIDC7BG074210.1, TRIDC7BG074200.1, TRIDC6BG061980.1",TraesCS7A02G553600,"TraesCS7B02G477400, TraesCS7B02G477700, TraesCS3B02G041300, TraesCS7B02G477200, TraesCS6B02G387200","TraesCS7D02G540500, TraesCS2D02G585700, TraesCS2D02G487900",HORVU.MOREX.r2.7HG0622980.1,"TRIDC7AG076920.1, TRIDC7BG074240.1, TRIDC5BG002900.1, TRIDC6BG021360.1, TRIDC7BG074210.1, TRIDC7BG074200.1, TRIDC6BG061980.1","TraesCS7A02G553600, TraesCS7B02G477400, TraesCS7B02G477700, TraesCS3B02G041300, TraesCS7B02G477200, TraesCS6B02G387200, TraesCS7D02G540500, TraesCS2D02G585700, TraesCS2D02G487900",0.8947368421052632,0.3555555555555556,0.67,1.3354281225451687,2.516447368421052,1.8843749999999997
N1.HOG0005200,OG0001633,n4,,,TRIDC7BG066900.1,TraesCS7A02G510600,TraesCS7B02G421200,TraesCS7D02G500000,"HORVU.MOREX.r2.7HG0616350.1, HORVU.MOREX.r2.UnG0627160.1, HORVU.MOREX.r2.7HG0616710.1, HORVU.MOREX.r2.7HG0616730.1, HORVU.MOREX.r2.7HG0616740.1, HORVU.MOREX.r2.UnG0627140.1, HORVU.MOREX.r2.7HG0616400.1, HORVU.MOREX.r2.3HG0182820.1",TRIDC7BG066900.1,"TraesCS7A02G510600, TraesCS7B02G421200, TraesCS7D02G500000",0.7894736842105263,0.6,0.75,1.0526315789473684,1.3157894736842106,1.25
N1.HOG0005225,OG0001648,n7,,,TRIDC6BG060630.1,"TraesCS6A02G345300, TraesCS4A02G445900, TraesCS7A02G042400",TraesCS6B02G378100,"TraesCS6D02G327800, TraesCS7D02G037800, TraesCS7D02G037900",HORVU.MOREX.r2.7HG0532050.1,TRIDC6BG060630.1,"TraesCS6A02G345300, TraesCS4A02G445900, TraesCS7A02G042400, TraesCS6B02G378100, TraesCS6D02G327800, TraesCS7D02G037800, TraesCS7D02G037900",0.9473684210526316,0.6,0.8,1.1842105263157894,1.5789473684210529,1.3333333333333335
N1.HOG0005229,OG0001650,n8,,TRIDC4AG063130.1,,TraesCS7A02G064400,,"TraesCS7D02G059200, TraesCSU02G200000",HORVU.MOREX.r2.7HG0534950.1,TRIDC4AG063130.1,"TraesCS7A02G064400, TraesCS7D02G059200, TraesCSU02G200000",0.9473684210526316,0.6,0.75,1.2631578947368423,1.5789473684210529,1.25
N1.HOG0005262,OG0001665,n0,,TRIDC4AG032660.1,"TRIDC5BG010630.1, TRIDC5BG009600.1, TRIDC5BG009630.1",TraesCS4A02G205300,"TraesCS5B02G058100, TraesCS5B02G064700, TraesCS5B02G057900, TraesCS5B02G065000, TraesCS5B02G064800","TraesCS5D02G063100, TraesCS5D02G063500",HORVU.MOREX.r2.5HG0358140.1,"TRIDC4AG032660.1, TRIDC5BG010630.1, TRIDC5BG009600.1, TRIDC5BG009630.1","TraesCS4A02G205300, TraesCS5B02G058100, TraesCS5B02G064700, TraesCS5B02G057900, TraesCS5B02G065000, TraesCS5B02G064800, TraesCS5D02G063100, TraesCS5D02G063500",0.9473684210526316,0.1777777777777777,0.7,1.3533834586466167,5.328947368421055,3.9375000000000013
N1.HOG0005413,OG0001731,n0,,"TRIDC6AG052900.1, TRIDC6AG052950.1, TRIDC6AG052930.1","TRIDC6BG061540.1, TRIDC3BG062770.1","TraesCS6A02G351700, TraesCS6A02G352100, TraesCS6A02G351900","TraesCS6B02G385000, TraesCS3B02G425700","TraesCS6D02G334300, TraesCS6D02G334800, TraesCS3D02G387400",HORVU.MOREX.r2.6HG0517000.1,"TRIDC6AG052900.1, TRIDC6AG052950.1, TRIDC6AG052930.1, TRIDC6BG061540.1, TRIDC3BG062770.1","TraesCS6A02G351700, TraesCS6A02G352100, TraesCS6A02G351900, TraesCS6B02G385000, TraesCS3B02G425700, TraesCS6D02G334300, TraesCS6D02G334800, TraesCS3D02G387400",0.9473684210526316,0.8666666666666667,0.9,1.0526315789473684,1.0931174089068827,1.0384615384615385
N1.HOG0005432,OG0001740,n8,,TRIDC2AG002040.1,"TRIDC2BG001960.1, TRIDC2BG002150.1",TraesCS2A02G018500,"TraesCS2B02G025000, TraesCS2B02G027300",TraesCS2D02G020200,HORVU.MOREX.r2.2HG0080800.1,"TRIDC2AG002040.1, TRIDC2BG001960.1, TRIDC2BG002150.1","TraesCS2A02G018500, TraesCS2B02G025000, TraesCS2B02G027300, TraesCS2D02G020200",0.8947368421052632,0.16666666666666663,0.7,1.2781954887218046,5.3684210526315805,4.200000000000001
N1.HOG0005439,OG0001744,n0,,,"TRIDC3BG083540.1, TRIDC2BG072890.1","TraesCS2A02G057700, TraesCS1A02G013000","TraesCS3B02G543400, TraesCS2B02G503900, TraesCS5B02G554300, TraesCS1B02G403200, TraesCS1B02G466900, TraesCS7B02G483800","TraesCS5D02G554900, TraesCS7D02G549700, TraesCS1D02G011200",HORVU.MOREX.r2.7HG0622310.1,"TRIDC3BG083540.1, TRIDC2BG072890.1","TraesCS2A02G057700, TraesCS1A02G013000, TraesCS3B02G543400, TraesCS2B02G503900, TraesCS5B02G554300, TraesCS1B02G403200, TraesCS1B02G466900, TraesCS7B02G483800, TraesCS5D02G554900, TraesCS7D02G549700, TraesCS1D02G011200",0.9473684210526316,0.6571428571428571,0.85,1.1145510835913313,1.4416475972540046,1.2934782608695652
N1.HOG0005488,OG0001765,n0,,,"TRIDC7BG072340.1, TRIDC7BG072330.1, TRIDC7BG072310.1","TraesCS7A02G543900, TraesCS7A02G543800","TraesCS7B02G466200, TraesCS7B02G466100, TraesCS7B02G466000, TraesCS7B02G465900","TraesCS7D02G530600, TraesCSU02G225500, TraesCS7D02G529700, TraesCSU02G246300","HORVU.MOREX.r2.7HG0620970.1, HORVU.MOREX.r2.7HG0620980.1","TRIDC7BG072340.1, TRIDC7BG072330.1, TRIDC7BG072310.1","TraesCS7A02G543900, TraesCS7A02G543800, TraesCS7B02G466200, TraesCS7B02G466100, TraesCS7B02G466000, TraesCS7B02G465900, TraesCS7D02G530600, TraesCSU02G225500, TraesCS7D02G529700, TraesCSU02G246300",0.8947368421052632,0.4666666666666667,0.6333333333333333,1.4127423822714682,1.9172932330827068,1.357142857142857
N1.HOG0005535,OG0001789,n3,,TRIDC7AG004580.1,"TRIDC7BG054710.1, TRIDC7BG055170.1","TraesCS7A02G045500, TraesCS4A02G393700, TraesCS4A02G444700, TraesCS7A02G044700, TraesCS7A02G046100",TraesCS2B02G007500,TraesCS2D02G016400,HORVU.MOREX.r2.2HG0168680.1,"TRIDC7AG004580.1, TRIDC7BG054710.1, TRIDC7BG055170.1","TraesCS7A02G045500, TraesCS4A02G393700, TraesCS4A02G444700, TraesCS7A02G044700, TraesCS7A02G046100, TraesCS2B02G007500, TraesCS2D02G016400",0.9473684210526316,0.4,0.8,1.1842105263157894,2.3684210526315788,2.0
N1.HOG0005567,OG0001804,n9,,TRIDC5AG044070.1,TRIDC7BG036370.1,TraesCS7A02G320400,TraesCS7B02G221400,TraesCS7D02G317300,HORVU.MOREX.r2.7HG0585370.1,"TRIDC5AG044070.1, TRIDC7BG036370.1","TraesCS7A02G320400, TraesCS7B02G221400, TraesCS7D02G317300",0.9473684210526316,0.19999999999999996,0.30000000000000004,3.157894736842105,4.736842105263159,1.5000000000000007
N1.HOG0005625,OG0001835,n0,,"TRIDC5AG055810.1, TRIDC3AG055200.1","TRIDC4BG063010.1, TRIDC7BG071850.1, TRIDC7BG016150.1, TRIDC5BG054850.1, TRIDC6BG046100.1, TRIDC7BG031600.1, TRIDC3BG011520.1","TraesCS5A02G381700, TraesCS1A02G259100","TraesCS7B02G017200, TraesCS3B02G200900","TraesCS6D02G222200, TraesCS3D02G195900",HORVU.MOREX.r2.4HG0308870.1,"TRIDC5AG055810.1, TRIDC3AG055200.1, TRIDC4BG063010.1, TRIDC7BG071850.1, TRIDC7BG016150.1, TRIDC5BG054850.1, TRIDC6BG046100.1, TRIDC7BG031600.1, TRIDC3BG011520.1","TraesCS5A02G381700, TraesCS1A02G259100, TraesCS7B02G017200, TraesCS3B02G200900, TraesCS6D02G222200, TraesCS3D02G195900",0.9473684210526316,0.23333333333333328,0.44999999999999996,2.105263157894737,4.060150375939851,1.9285714285714288
N1.HOG0005633,OG0001839,n0,,"TRIDC6AG060820.1, TRIDC6AG060790.1, TRIDC6AG060880.1, TRIDC4AG058380.1","TRIDC6BG071850.1, TRIDC6BG071950.1, TRIDC6BG072090.1","TraesCS6A02G414000, TraesCS4A02G389700","TraesCS6B02G463600, TraesCS6B02G463700","TraesCSU02G232800, TraesCSU02G235500, TraesCS7D02G086700, TraesCSU02G208400",HORVU.MOREX.r2.6HG0525810.1,"TRIDC6AG060820.1, TRIDC6AG060790.1, TRIDC6AG060880.1, TRIDC4AG058380.1, TRIDC6BG071850.1, TRIDC6BG071950.1, TRIDC6BG072090.1","TraesCS6A02G414000, TraesCS4A02G389700, TraesCS6B02G463600, TraesCS6B02G463700, TraesCSU02G232800, TraesCSU02G235500, TraesCS7D02G086700, TraesCSU02G208400",0.8421052631578947,0.3833333333333333,0.5,1.6842105263157894,2.196796338672769,1.3043478260869565
N1.HOG0005634,OG0001840,n1,,"TRIDC7AG004410.1, TRIDC4AG065780.1","TRIDC0UG012050.1, TRIDC0UG012200.1","TraesCS7A02G046400, TraesCS7A02G045000",,TraesCS7D02G041000,HORVU.MOREX.r2.2HG0086200.1,"TRIDC7AG004410.1, TRIDC4AG065780.1, TRIDC0UG012050.1, TRIDC0UG012200.1","TraesCS7A02G046400, TraesCS7A02G045000, TraesCS7D02G041000",0.7894736842105263,0.4,0.775,1.0186757215619695,1.9736842105263157,1.9375
N1.HOG0005638,OG0001841,n1,,"TRIDC7AG003780.1, TRIDC7AG003830.1",,"TraesCS4A02G448900, TraesCS7A02G040000, TraesCS7A02G038800, TraesCS4A02G449100, TraesCS7A02G039200, TraesCS4A02G448300, TraesCS4A02G448800",,"TraesCSU02G240400, TraesCSU02G230700",HORVU.MOREX.r2.7HG0531100.1,"TRIDC7AG003780.1, TRIDC7AG003830.1","TraesCS4A02G448900, TraesCS7A02G040000, TraesCS7A02G038800, TraesCS4A02G449100, TraesCS7A02G039200, TraesCS4A02G448300, TraesCS4A02G448800, TraesCSU02G240400, TraesCSU02G230700",0.736842105263158,0.4083333333333333,0.675,1.0916179337231968,1.8045112781954888,1.653061224489796
N1.HOG0005639,OG0001841,n12,,TRIDC4AG066400.1,,,,"TraesCS7D02G035500, TraesCSU02G102100",HORVU.MOREX.r2.7HG0531560.1,TRIDC4AG066400.1,"TraesCS7D02G035500, TraesCSU02G102100",0.7894736842105263,0.23333333333333328,0.5,1.5789473684210527,3.383458646616542,2.1428571428571432
N1.HOG0005640,OG0001842,n0,,TRIDC4AG068980.1,"TRIDC7BG076690.1, TRIDC3BG070490.1, TRIDC7BG076680.1, TRIDC7BG067610.1, TRIDC6BG007330.1, TRIDC0UG018060.1, TRIDC7BG077080.1","TraesCS7A02G544600, TraesCS7A02G564900","TraesCS7B02G496400, TraesCS7B02G493400, TraesCS7B02G495800","TraesCS7D02G545800, TraesCS7D02G531000",HORVU.MOREX.r2.7HG0623850.1,"TRIDC4AG068980.1, TRIDC7BG076690.1, TRIDC3BG070490.1, TRIDC7BG076680.1, TRIDC7BG067610.1, TRIDC6BG007330.1, TRIDC0UG018060.1, TRIDC7BG077080.1","TraesCS7A02G544600, TraesCS7A02G564900, TraesCS7B02G496400, TraesCS7B02G493400, TraesCS7B02G495800, TraesCS7D02G545800, TraesCS7D02G531000",0.5263157894736843,0.16000000000000003,0.30000000000000004,1.7543859649122806,3.289473684210526,1.875
N1.HOG0005751,OG0001902,n6,,TRIDC2AG016390.1,TRIDC2BG020100.1,TraesCS2A02G133700,TraesCS2B02G157100,"TraesCS2D02G090800, TraesCS2D02G135700",HORVU.MOREX.r2.2HG0096570.1,"TRIDC2AG016390.1, TRIDC2BG020100.1","TraesCS2A02G133700, TraesCS2B02G157100, TraesCS2D02G090800, TraesCS2D02G135700",0.9473684210526316,0.1333333333333333,0.8,1.1842105263157894,7.105263157894739,6.000000000000002
N1.HOG0005778,OG0001917,n2,,TRIDC5AG073340.1,TRIDC4BG058150.1,TraesCS5A02G514500,TraesCS4B02G345400,TraesCS4D02G340500,HORVU.MOREX.r2.4HG0343550.1,"TRIDC5AG073340.1, TRIDC4BG058150.1","TraesCS5A02G514500, TraesCS4B02G345400, TraesCS4D02G340500",0.9473684210526316,0.2666666666666667,0.925,1.0241820768136558,3.552631578947368,3.4687499999999996
N1.HOG0005859,OG0001955,n0,,"TRIDC7AG006150.1, TRIDC4AG063980.1, TRIDC7AG006160.1, TRIDC1AG063240.1",,"TraesCS7A02G058600, TraesCS7A02G058700, TraesCS4A02G430500, TraesCS1A02G430900",TraesCS1B02G465600,"TraesCS7D02G053200, TraesCS7D02G053500, TraesCS1D02G440000","HORVU.MOREX.r2.7HG0534080.1, HORVU.MOREX.r2.7HG0534070.1","TRIDC7AG006150.1, TRIDC4AG063980.1, TRIDC7AG006160.1, TRIDC1AG063240.1","TraesCS7A02G058600, TraesCS7A02G058700, TraesCS4A02G430500, TraesCS1A02G430900, TraesCS1B02G465600, TraesCS7D02G053200, TraesCS7D02G053500, TraesCS1D02G440000",0.9473684210526316,0.19999999999999996,0.55,1.7224880382775118,4.736842105263159,2.750000000000001
N1.HOG0006038,OG0002040,n2,,TRIDC7AG068070.1,TRIDC7BG061910.1,"TraesCS1A02G271900, TraesCS7A02G488500",TraesCS7B02G391700,TraesCS7D02G475000,HORVU.MOREX.r2.7HG0613040.1,"TRIDC7AG068070.1, TRIDC7BG061910.1","TraesCS1A02G271900, TraesCS7A02G488500, TraesCS7B02G391700, TraesCS7D02G475000",0.9473684210526316,0.6666666666666667,0.7,1.3533834586466167,1.4210526315789473,1.0499999999999998
N1.HOG0006102,OG0002075,n2,,TRIDC7AG014260.1,TRIDC7BG003100.1,TraesCS7A02G121600,"TraesCS7B02G020200, TraesCS7B02G020300","TraesCS7D02G119800, TraesCS7D02G119900",HORVU.MOREX.r2.7HG0543340.1,"TRIDC7AG014260.1, TRIDC7BG003100.1","TraesCS7A02G121600, TraesCS7B02G020200, TraesCS7B02G020300, TraesCS7D02G119800, TraesCS7D02G119900",0.9473684210526316,0.06666666666666665,0.9,1.0526315789473684,14.210526315789478,13.500000000000004
N1.HOG0006138,OG0002092,n7,,TRIDC6AG052240.1,"TRIDC6BG061000.1, TRIDC6BG060990.1",TraesCS6A02G347400,"TraesCS6B02G380800, TraesCS6B02G380900",TraesCS6D02G330500,HORVU.MOREX.r2.6HG0516400.1,"TRIDC6AG052240.1, TRIDC6BG061000.1, TRIDC6BG060990.1","TraesCS6A02G347400, TraesCS6B02G380800, TraesCS6B02G380900, TraesCS6D02G330500",0.9473684210526316,0.7,0.85,1.1145510835913313,1.3533834586466167,1.2142857142857144
N1.HOG0006165,OG0002109,n1,,TRIDC1AG000060.1,"TRIDC0UG018900.1, TRIDC7BG070220.1",TraesCS2A02G039100,TraesCS7B02G445400,,HORVU.MOREX.r2.1HG0006160.1,"TRIDC1AG000060.1, TRIDC0UG018900.1, TRIDC7BG070220.1","TraesCS2A02G039100, TraesCS7B02G445400",0.5789473684210527,0.43333333333333335,0.5666666666666667,1.021671826625387,1.3360323886639676,1.3076923076923077
N1.HOG0006166,OG0002109,n6,,TRIDC2AG001950.1,TRIDC2BG002130.1,TraesCS2A02G023800,"TraesCS2B02G033800, TraesCS2B02G027000","TraesCS2D02G024700, TraesCS2D02G025000, TraesCS2D02G019600",HORVU.MOREX.r2.2HG0081320.1,"TRIDC2AG001950.1, TRIDC2BG002130.1","TraesCS2A02G023800, TraesCS2B02G033800, TraesCS2B02G027000, TraesCS2D02G024700, TraesCS2D02G025000, TraesCS2D02G019600",0.8421052631578947,0.30000000000000004,0.42500000000000004,1.981424148606811,2.8070175438596485,1.4166666666666665
N1.HOG0006188,OG0002125,n2,,,TRIDC2BG090940.1,"TraesCS6A02G037600, TraesCS2A02G558800",TraesCS2B02G621200,"TraesCSU02G020400, TraesCS2D02G299200",HORVU.MOREX.r2.2HG0181120.1,TRIDC2BG090940.1,"TraesCS6A02G037600, TraesCS2A02G558800, TraesCS2B02G621200, TraesCSU02G020400, TraesCS2D02G299200",0.9473684210526316,0.19999999999999996,0.85,1.1145510835913313,4.736842105263159,4.250000000000001
N1.HOG0006333,OG0002212,n7,,TRIDC6AG034610.1,TRIDC6BG041270.1,TraesCS6A02G228400,TraesCS6B02G253300,TraesCS6D02G206700,HORVU.MOREX.r2.6HG0493190.1,"TRIDC6AG034610.1, TRIDC6BG041270.1","TraesCS6A02G228400, TraesCS6B02G253300, TraesCS6D02G206700",0.9473684210526316,0.8,0.9,1.0526315789473684,1.1842105263157894,1.125
